,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,60.59173186620077,3.613981346526024,0.24911808967590332,0.016248067980775507,0.001,10,500,16,"{'learning_rate': 0.001, 'max_depth': 10, 'n_estimators': 500, 'random_state': 16}",0.9616652926628194,0.9620774938169827,0.963298969072165,0.9623472518506556,0.0006936866248104451,56
1,134.7099481423696,10.8403235101045,0.5085398356119791,0.016486669232992423,0.001,10,1000,16,"{'learning_rate': 0.001, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 16}",0.9649629018961253,0.9666117065127783,0.9641237113402061,0.9652327732497032,0.0010334901726019,54
2,267.8983743985494,14.33521746583351,1.2164209683736165,0.14556152964446284,0.001,10,2000,16,"{'learning_rate': 0.001, 'max_depth': 10, 'n_estimators': 2000, 'random_state': 16}",0.9670239076669415,0.9699093157460841,0.9661855670103093,0.967706263474445,0.0015949468638633522,46
3,68.84212915102641,10.801352019954727,0.24701793988545737,0.028339446035753325,0.001,20,500,16,"{'learning_rate': 0.001, 'max_depth': 20, 'n_estimators': 500, 'random_state': 16}",0.9608408903544929,0.9620774938169827,0.9628865979381444,0.96193499403654,0.0008412132191154593,57
4,140.4283013343811,11.498761935135661,0.5390596389770508,0.06090641892520286,0.001,20,1000,16,"{'learning_rate': 0.001, 'max_depth': 20, 'n_estimators': 1000, 'random_state': 16}",0.9653751030502885,0.9674361088211046,0.9641237113402061,0.9656449744038665,0.001365678629467705,51
5,291.42648299535114,21.17833443000605,1.1931487719217937,0.07608196940548,0.001,20,2000,16,"{'learning_rate': 0.001, 'max_depth': 20, 'n_estimators': 2000, 'random_state': 16}",0.9670239076669415,0.9699093157460841,0.9661855670103093,0.967706263474445,0.0015949468638633522,46
6,67.93346373240153,5.371351554399996,0.22946755091349283,0.012482929226052897,0.001,50,500,16,"{'learning_rate': 0.001, 'max_depth': 50, 'n_estimators': 500, 'random_state': 16}",0.9608408903544929,0.9620774938169827,0.9628865979381444,0.96193499403654,0.0008412132191154593,57
7,133.2853410243988,4.618307405694997,0.4470334053039551,0.02583852931936203,0.001,50,1000,16,"{'learning_rate': 0.001, 'max_depth': 50, 'n_estimators': 1000, 'random_state': 16}",0.9653751030502885,0.9674361088211046,0.9641237113402061,0.9656449744038665,0.001365678629467705,51
8,281.3208917776744,9.0200744187381,0.9854247570037842,0.04454230852472404,0.001,50,2000,16,"{'learning_rate': 0.001, 'max_depth': 50, 'n_estimators': 2000, 'random_state': 16}",0.9670239076669415,0.9699093157460841,0.9661855670103093,0.967706263474445,0.0015949468638633522,46
9,71.90628457069397,1.7983478517231413,0.2660224437713623,0.08582893791819818,0.001,100,500,16,"{'learning_rate': 0.001, 'max_depth': 100, 'n_estimators': 500, 'random_state': 16}",0.9608408903544929,0.9620774938169827,0.9628865979381444,0.96193499403654,0.0008412132191154593,57
10,138.8122602303823,4.4086563839754636,0.46934787432352704,0.03996099396342995,0.001,100,1000,16,"{'learning_rate': 0.001, 'max_depth': 100, 'n_estimators': 1000, 'random_state': 16}",0.9653751030502885,0.9674361088211046,0.9641237113402061,0.9656449744038665,0.001365678629467705,51
11,270.22731335957843,17.134113886081888,0.9999169508616129,0.11851089338926708,0.001,100,2000,16,"{'learning_rate': 0.001, 'max_depth': 100, 'n_estimators': 2000, 'random_state': 16}",0.9670239076669415,0.9699093157460841,0.9661855670103093,0.967706263474445,0.0015949468638633522,46
12,41.96489961942037,0.2590206794111511,0.17735846837361655,0.005272229216635704,0.001,,500,16,"{'learning_rate': 0.001, 'max_depth': None, 'n_estimators': 500, 'random_state': 16}",0.9596042868920033,0.9620774938169827,0.9612371134020619,0.9609729647036825,0.00102681352561639,60
13,80.96645657221477,3.718196022309598,0.3210858503977458,0.027246638660397268,0.001,,1000,16,"{'learning_rate': 0.001, 'max_depth': None, 'n_estimators': 1000, 'random_state': 16}",0.9629018961253092,0.966199505358615,0.9628865979381444,0.9639959998073562,0.0015581262346065824,55
14,157.64085149765015,6.064580201577518,0.6153371334075928,0.03405355783511258,0.001,,2000,16,"{'learning_rate': 0.001, 'max_depth': None, 'n_estimators': 2000, 'random_state': 16}",0.9682605111294311,0.9690849134377576,0.965360824742268,0.967568749769819,0.001597103521369794,50
15,57.38600945472717,0.5952311325175759,0.23946483929951987,0.013828844568990232,0.01,10,500,16,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 500, 'random_state': 16}",0.971558120362737,0.9736191261335532,0.9707216494845361,0.9719662986602754,0.001217593220205558,29
16,103.37610467274983,4.37280459522842,0.4441550572713216,0.04722522145842104,0.01,10,1000,16,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 16}",0.9727947238252267,0.9740313272877164,0.9707216494845361,0.9725159001991597,0.001365478853993688,19
17,171.70650593439737,2.8668188712041074,0.7131415208180746,0.015600473251547262,0.01,10,2000,16,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 2000, 'random_state': 16}",0.9736191261335532,0.9748557295960428,0.9711340206185567,0.9732029587827177,0.001547616635604863,6
18,59.7470551331838,2.234741974815114,0.23290642102559408,0.011733568749801342,0.01,20,500,16,"{'learning_rate': 0.01, 'max_depth': 20, 'n_estimators': 500, 'random_state': 16}",0.971558120362737,0.9740313272877164,0.9707216494845361,0.9721036990449964,0.001405165201229141,26
